2,1,0.7698564490764143,0.8470171890798787,0.9990100913659812,0.34196463966872126,318,
3,10,0.7683344802316107,0.8447927199191102,0.9990100913659812,0.3359206836247653,331,
3,100,0.776637408743302,0.8514661274014156,0.999016601146927,0.35891257268808285,307,
4,10,0.7719260578288806,0.8486349848331648,0.9990100913659812,0.34853748858850897,316,
4,100,0.776274365013623,0.8507583417593528,0.9990100913659812,0.35925738094105436,315,
5,10,0.7692945835834699,0.8474216380182003,0.9988662131519274,0.3416637500821174,344,
5,100,0.7698147530525361,0.8499494438827098,0.9990537310086183,0.3465007215007215,345,
7,10,0.7611547068432774,0.8416582406471182,0.999016601146927,0.3201949977460181,352,
7,100,0.7727479115069934,0.8498483316481295,0.9988151595921019,0.35314928835337,338,
10,10,0.7551555919270765,0.840242669362993,0.9990351660777727,0.3040481910379869,359,
10,100,0.7608727613499545,0.8440849342770476,0.9982647214476789,0.3277253075722463,338,
