2,1,0.4881937049847874,0.49407052540642427,0.9758390007922391,0.17647820191754834,1085,
3,10,0.4848497234075703,0.489672504515825,0.9714502134184768,0.1727161235610903,1103,
3,100,0.48767908422392625,0.49273541192177805,0.9716782635909624,0.17495905338204384,1073,
4,10,0.4806171523992382,0.48598130841121495,0.968062473449106,0.1666693544805018,1105,
4,100,0.49290930296886465,0.4949344223670777,0.967327115063425,0.18326390915608692,1020,
5,10,0.48067299299195654,0.4877091023325218,0.9683217849396207,0.16859643910910282,1128,
5,100,0.48688039303978287,0.4949344223670777,0.9656009860800159,0.17596489062319895,1094,
7,10,0.47418969108750303,0.4818188957826121,0.9667407322387398,0.16144242329277692,1125,
7,100,0.4840173064917389,0.4884944632058431,0.9667410040627075,0.17205482641599806,1122,
10,10,0.47491889869487197,0.4815047514332836,0.9641088770403967,0.1618271057488159,1146,
10,100,0.4696375037805694,0.48032671012330164,0.9493031655768791,0.16211269315076315,1148,
