2,1,0.4396184393867938,0.47074196114077943,0.9793982190843883,0.19401853967768712,1518,
3,10,0.43729493661181834,0.46756050448812636,0.9743575475365103,0.1918993041386749,1502,
3,100,0.4396239034366666,0.465288035450517,0.9711660237743837,0.19152734983624453,1506,
4,10,0.4265394551768119,0.46290194296102716,0.970903696341633,0.17573697242708863,1533,
4,100,0.4359708033724746,0.46312918986478807,0.9711309014767032,0.18748177869757468,1497,
5,10,0.4191336693302517,0.45812975798204747,0.9709154458760959,0.16518552396798614,1527,
5,100,0.42915281878362593,0.4624474491535053,0.9692749255172787,0.1791573323134632,1466,
7,10,0.4247414762914793,0.45778888762640607,0.9713514635038233,0.17414865497642346,1558,
7,100,0.42501889997147707,0.4574480172707647,0.9647887719876965,0.17417537585606585,1512,
10,10,0.41209326462709905,0.4506306101579366,0.9678575275409821,0.15640500887164255,1549,
10,100,0.42506412427774487,0.4558572889444381,0.9588181426810639,0.17529392038208946,1546,
