2,1,0.6205155469081927,0.7155444424599631,0.9992576730415024,0.30207717593664796,641,
3,10,0.621953595289986,0.7153063046972674,0.9989122498981517,0.3048912967373742,657,
3,100,0.6254829091864487,0.721616955408704,0.9992576730415024,0.3112994731232111,654,
4,10,0.6155133935726484,0.7112579627314402,0.9986052071040623,0.29415919335778623,682,
4,100,0.6281482896869305,0.7213788176460082,0.9989122498981517,0.3165941417926409,631,
5,10,0.6146679724789279,0.7103649461213312,0.9985668267548011,0.2923830181697101,688,
5,100,0.6181948941381945,0.7128653926296362,0.9992576730415024,0.296795876838291,697,
7,10,0.6126939960893721,0.7092933261892005,0.9978759804680999,0.29098103987940904,709,
7,100,0.6173581136270156,0.7132225992736798,0.9978759804680999,0.29884929007463745,708,
10,10,0.6084727416188366,0.7069714830029172,0.9961488647513469,0.2829419623591424,738,
10,100,0.6119079829866231,0.7086384473417873,0.9954660515610028,0.2904463956797985,717,
